qid227,qid228,qid230,qid231_text,qid232,qid234,qid297,qid297_7_text,qid299_text,qid250_1,qid250_2,qid250_3,qid250_4,qid250_5,qid250_6,qid250_7,qid250_8,qid300_1,qid300_4,qid300_5,qid300_6,qid300_7,qid300_8,qid300_9,qid300_10,qid300_10_text,qid251_1,qid251_2,qid251_3,qid251_4,qid251_5,qid251_6,qid251_7,qid251_8,qid251_9,qid251_9_text,qid235_13,qid235_1,qid235_2,qid235_3,qid235_4,qid235_8,qid235_9,qid235_10,qid235_11,qid235_11_text,qid236_text,qid237_1_1,qid237_1_2,qid237_1_3,qid237_2_1,qid237_2_2,qid237_2_3,qid237_3_1,qid237_3_2,qid237_3_3,qid237_4_1,qid237_4_2,qid237_4_3,qid237_5_1,qid237_5_2,qid237_5_3,qid237_6_1,qid237_6_2,qid237_6_3,qid237_7_1,qid237_7_2,qid237_7_3,qid237_8_1,qid237_8_2,qid237_8_3,qid237_9_1,qid237_9_2,qid237_9_3,qid237_10_1,qid237_10_2,qid237_10_3,qid237_11_1,qid237_11_2,qid237_11_3,qid237_12_1,qid237_12_2,qid237_12_3,qid237_13_1,qid237_13_2,qid237_13_3,qid238_1,qid238_7,qid238_8,qid238_9,qid238_10,qid238_2,qid238_13,qid238_13_text,qid240_1,qid240_2,qid240_3,qid240_4,qid240_5,qid240_7,qid240_8,qid240_9,qid240_10,qid240_26,qid240_11,qid240_12,qid240_28,qid240_13,qid240_14,qid240_15,qid240_16,qid240_17,qid240_20,qid240_21,qid240_22,qid240_23,qid240_24,qid240_25,qid240_29,qid240_18,qid240_18_text,qid241_text,qid243_text,qid244_text,qid245_text,qid247_text,qid248_text,qid249_1,qid249_2,qid249_3,qid252_1,qid252_2,qid252_3,qid252_4,qid252_5,qid252_6,qid252_7,qid252_8,qid252_9,qid252_10,qid252_11,qid252_12,qid305,qid273_1,qid273_2,qid273_3,qid273_4,qid273_5,qid273_6,qid274,qid306,qid302_1,qid302_2,qid302_3,qid302_4,qid275,qid276_text,qid307_text,qid278,qid279_text,qid280_text,qid281_text,qid282_text,qid267_text,qid268_text,qid270_text,qid309_text,qid283_text,qid284_text,qid245_text_32e7cc92_ay4puphdn8fxpartopics,qid245_text_32e7cc92_ay4puphdn8fxtopics,qid245_text_32e7cc92_ay4puphdn8fxtopichierarchy1,qid227_label,qid228_label,qid230_label,qid232_label,qid234_label,qid274_label,qid275_label,qid278_label,qid297_label,qid305_label,qid306_label
1.0,3.0,10.0,2065.0,2.0,2.0,5.0,-99,"Nothing, I do not think these events are suitable for children for a variety of reasons ",,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",25 - 34,New South Wales,Attended 1 event,Yes,,,,"No, I prefer to attend without them.",,
1.0,5.0,10.0,2730.0,4.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,-99,,,,,,,,1.0,,-99,,,1.0,,1.0,,,,,-99,For me it comes down to variety of music,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,-99,More experience with Rangering ,,,,,One big annual and two smaller ones.,4.0,4.0,5.0,1.0,1.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,1.0,1.0,,,1.0,1.0,,,3.0,1.0,2.0,1.0,2.0,2.0,2.0,The lightening speed of backup events when Burning Seed got cancelled. ,More variety with the sound camps.,1.0,"Lake Burranjuck where Dragon Dreaming is held each year, The Property outside of Moulamein where Confest is held. Glenworth Valley on The Central Coast.",No,No,None I’m aware of.,400.0,350.0,250.0,400,To grow and evolve to retain patronage loyalty,"In order for the movement to survive, Winter must be part of the conversation.",,,,"Yes, I consent",45 - 54,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Somewhat Connected,Absolutely Essential,,Very Important,To attend a Burn during colder months to ensure effigy/temple burns occur
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",,,,,,,,,,
1.0,4.0,10.0,2289.0,2.0,2.0,4.0,-99,-99,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,-99,,,,,,,1.0,,,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",35 - 44,New South Wales,Attended 1 event,Yes,,,,"I'm open to it, but haven't yet.",,
1.0,4.0,10.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",35 - 44,New South Wales,I have not attended a multi-day Burner event,No,,,,,,
1.0,6.0,10.0,2100.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,1.0,,1.0,1.0,1.0,,,-99,"Escape, music, adventure, freedom, to hang out with cool people, openness",,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,-99,-99,-99,,,,-99,2.0,2.0,3.0,7.0,8.0,8.0,8.0,8.0,7.0,2.0,2.0,6.0,8.0,8.0,2.0,4.0,,1.0,1.0,1.0,,,3.0,2.0,2.0,1.0,1.0,3.0,2.0,-99,-99,3.0,-99,-99,-99,-99,600.0,500.0,450.0,200,-99,-99,,,,"Yes, I consent",55 - 64,New South Wales,Attended 2-4 events,No,"It's a nice feature, but not essential.",Somewhat Connected,Somewhat Important,,Somewhat Important,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,13.0,4861.0,2.0,2.0,7.0,My postcode isn’t valid ayes I bring my kid. I travel full time 4yrs now,I don’t have any extra recommendations we r happy to attend events as they are,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,,,,,1.0,,,-99,Have heard of burns and wanted to attend to experience! ,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",35 - 44,Queensland,Attended 1 event,Yes,,,,"Maybe, it depends on...",,
1.0,5.0,10.0,2289.0,4.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,-99,,,,,,,1.0,,,-99,,1.0,1.0,1.0,1.0,,,,1.0,Part of the organising team,Inspiring play,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",45 - 54,New South Wales,Attended 5+ events,No,,,,,,
1.0,5.0,10.0,2211.0,4.0,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,-99,1.0,,,,,,,,,-99,1.0,1.0,1.0,1.0,1.0,1.0,,,,-99,The community and Art,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,-99,communication and role clarity,-99,-99,Sharing spaces and resources,,-99,2.0,2.0,2.0,,7.0,7.0,7.0,7.0,2.0,1.0,7.0,6.0,1.0,1.0,1.0,5.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Small events bringing the community back,-99,3.0,-99,-99,-99,-99,300.0,250.0,250.0,250,"Build the community, have a nsw space to share like a maker space",-99,,Unknown,,"Yes, I consent",45 - 54,New South Wales,Attended 5+ events,No,"It is an essential, non-negotiable part of the event for me.",Somewhat Connected,Somewhat Important,,Neutral,To attend a Burn during colder months to ensure effigy/temple burns occur
1.0,3.0,10.0,2204.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",25 - 34,New South Wales,Attended 5+ events,No,,,,,,
1.0,4.0,10.0,2287.0,4.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,-99,,,,,,,1.0,,,-99,,,1.0,1.0,1.0,,1.0,,,-99,"All the above. But exploring identity, community and the gifting culture shine the brightest to me",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,-99,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,,,-99,-99,,,,"For me who is newish to the scene amd building my first real piece, its lack of experience. Not knowing what i dont know. Not knowing all the questions I should be asking",-99,2.0,3.0,5.0,8.0,8.0,8.0,8.0,7.0,2.0,2.0,2.0,6.0,8.0,8.0,8.0,5.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,-99,-99,2.0,I believe this could be a interesting place. Have not been but will soon. 5h north of Sydney tho  https://hipcamp.onelink.me/ZwFp?af_r=https%3A%2F%2Fwww.hipcamp.com%2Fland%2F06yh6zw6&deep_link_value=land%2F06yh6zw6&share_id=14arylua5b6&utm_medium=share&utm_source=share_content,-99,"Andrew gore, electrical, solar, batteries, off grid power solutions and implementing these into vehicles, art cars, structures ",-99,500.0,450.0,300.0,100ish,More is more,-99,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,It is a very important part of the experience.,Somewhat Connected,Very Important,,Neutral,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,16.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",35 - 44,Victoria,Attended 5+ events,No,,,,,,
1.0,3.0,10.0,2066.0,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,-99,,,,,1.0,,,,,-99,,,,,,,,1.0,,-99,-99,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",25 - 34,New South Wales,I have not attended a multi-day Burner event,No,,,,,,
1.0,4.0,10.0,2026.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,1.0,1.0,,,,1.0,,,-99,Community & Connection - Shedding the BS expectations of this malfunctioning society we all live in and building meaningful connections with people who want to build a better community.  Self discovery - Figuring out who I am & breaking down my own internal barriers and limiting self beliefs,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,,,,,,
1.0,4.0,10.0,2009.0,4.0,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,,-99,,,,,,,,,,-99,1.0,1.0,1.0,1.0,1.0,1.0,,,,-99,"There is no other community on the same level - amazing, inclusive, creative souls who are so generous with their time and energy =)",,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,-99,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,-99,-99,-99,"Workload, costs",Peachy @ Secret Valley - went really well!,"Logistics of getting things to remote sites, costs incurred in doing so","1 big annual burn, 2 smaller bursn",2.0,2.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,4.0,1.0,,1.0,,,,3.0,3.0,2.0,1.0,3.0,2.0,2.0,"I think we are doing great! I have particularly enjoyed some of the 'smaller' burns like Neomelia. I think 200-300 people is the sweet spot. Also, we need more drum and bass ;)",More drum and bass,5.0,Wisemans Ferry - speak to Sim,-99,Access to a shared workshop in Sydney metro area would be awesome - I know there are a few option in newie/central coast areas...,-99,500.0,400.0,300.0,150,"I think we have the music and the party covered, I would love to see more art work and installations. ","Love your work guys, we appreciate it - please keep it up!",,Unknown,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Somewhat Connected,Not at all Important,,Somewhat Important,No preference / I'd attend either way
1.0,4.0,10.0,2022.0,2.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,Safety more concern of predators ,,,,,,,1.0,,,-99,,,,,,,,,,-99,It used to be safe until I found out a rapist was there,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,1 a year,2.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,4.0,3.0,3.0,3.0,1.0,3.0,4.0,Not much ,No sexual offenders ,4.0,-99,-99,-99,Anti DV Sexual assault networks ,800.0,500.0,500.0,200,Less predators looking for people to rape ,If rangers invite a rapist ban them. Have a feedback service if anyone is approached. ,,,,"Yes, I consent",35 - 44,New South Wales,Attended 1 event,No,It's not important to me.,Somewhat Disconnected,Not Very Important,,Neutral,No preference / I'd attend either way
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",,,,,,,,,,
1.0,4.0,16.0,3068.0,3.0,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,-99,,,,,,,1.0,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",35 - 44,Victoria,Attended 2-4 events,No,,,,,,
1.0,6.0,10.0,2422.0,4.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,-99,,,,,,,1.0,,,-99,,1.0,1.0,1.0,,,,,,-99,Be part of a great concept with all my friends ,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",55 - 64,New South Wales,Attended 5+ events,No,,,,,,
2.0,4.0,10.0,2000.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, I do not consent",35 - 44,New South Wales,Attended 5+ events,No,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",,,,,,,,,,
1.0,4.0,10.0,2756.0,4.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,-99,,,,,,,1.0,,,-99,,,,,,1.0,,,,-99,"Self expression, music, outdoors",,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,,-99,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,-99,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,,,,,,
1.0,4.0,10.0,2049.0,3.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,-99,,,,,,,1.0,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",35 - 44,New South Wales,Attended 2-4 events,No,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",,,,,,,,,,
1.0,6.0,10.0,2535.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,,,1.0,,,,,-99,Fun.,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,-99,-99,,,,,One big one.,7.0,7.0,6.0,8.0,8.0,8.0,8.0,2.0,1.0,1.0,1.0,7.0,8.0,8.0,8.0,7.0,1.0,1.0,,1.0,,,2.0,2.0,5.0,1.0,2.0,3.0,5.0,Fuck all.,A burn.,1.0,-99,-99,-99,-99,,,,,,,,,,"Yes, I consent",55 - 64,New South Wales,Attended 5+ events,No,It is a very important part of the experience.,Very Disconnected,Absolutely Essential,,Not Important,To attend a Burn during warmer months without effigy/temple burns
1.0,5.0,16.0,3280.0,2.0,2.0,1.0,-99,"The experience we had in 2019 was amazing, and we all agree that we'd go again, but the kids say they'd go for 5 days, and that 10 was too long for them to really enjoy the experience. Overall, we understood that we needed to bring everything we needed, so in terms of what would make the experience better I think it really comes down to the organisation of the event. The 2019 event was, from what I observed a very good example of how things should be done. Safety was paramount, everyone looked out for their mates, no one left rubbish behind and the booze flowed freely and when it ran out no one complained. Another one like that please!",1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,-99,1.0,,,,1.0,,,,1.0,"Sensitivity to lights and sounds, which increase in intensity when I am tired or stressed. My kids are all neurospicy but generally we are all able to manage our needs and environment well these days.",,1.0,1.0,1.0,1.0,,1.0,,,-99,"The experience we had in 2019 (which I think was the last time a full Seed was held?) was exceptional in terms of culture and community. The incentive to manage yourself and your crew successfully was in hosting a space where creativity was encouraged, communication was fostered and you felt heard and supported by multiple layers of crew, from your friends who camped with you, to the volunteers, to the staff, to the community liaisons, members and emergency services people who all had a vested interest in making the event as good as it possibly could be.",1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,-99,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,-99,"Distance will be the challenge to overcome when it comes to my participation beyond a punter role, since I live in Warrnbool Victoria. However, should an event be held which can be guaranteed (as much as is reasonably possible) to go ahead and not be cancelled at the last minute, I am willing to commit to a volunteer role on any of the aforementioned teams, with a max of 2 hours per day dedicated to offering my time, energy, experience and skills gained over the last 25 years of festival experiences.","Less ego, more communication","Being self sufficient, time and cost management, providing enough contingency plans, managing expectations","We were a part of Artery and helped with various art projects which occurred during the 2019 event. Although the people we engaged with were on the whole respectful, enthusiastic and capable, individual egos and expectations interfered with the daily routines, and over time the stressors of environment and energy levels made it more challenging to keep enjoying oneself.",,"One multi-day event every two years, with annual weekend experiences focused on site maintenance with smaller participant numbers to ensure a light footprint over time.",1.0,3.0,4.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,1.0,5.0,,1.0,,1.0,,,2.0,3.0,,,,,5.0,-99,A viable festival economy in Australia,5.0,"I live in Victoria, so I'm probably not the best person to ask about sites in NSW",-99,"Infrastructure that's accessible, well maintained and county funded",Community Arts Victoria,,,,,,,,Unknown,,"Yes, I consent",45 - 54,Victoria,Attended 1 event,Yes,It is a very important part of the experience.,Very Disconnected,Not at all Important,"Yes, I have before and/or would again.",Neutral,No preference / I'd attend either way
1.0,4.0,12.0,,4.0,2.0,4.0,-99,-99,,,,,,,,,,,,,,,,,-99,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",35 - 44,Outside Australia,Attended 5+ events,Yes,,,,"I'm open to it, but haven't yet.",,
1.0,7.0,10.0,2290.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,,,,,1.0,,,-99,Self expression and to be me,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,Annual burn,,2.0,,1.0,1.0,6.0,8.0,8.0,2.0,2.0,2.0,6.0,7.0,2.0,1.0,6.0,,1.0,,,,,2.0,3.0,3.0,2.0,3.0,3.0,5.0,-99,-99,3.0,-99,-99,-99,-99,,,,,,,,,,"Yes, I consent",65 - 74,New South Wales,Attended 1 event,No,It is a very important part of the experience.,Very Disconnected,Somewhat Important,,Somewhat Unimportant,No preference / I'd attend either way
1.0,4.0,10.0,2620.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",35 - 44,New South Wales,Attended 1 event,No,,,,,,
1.0,5.0,10.0,2066.0,1.0,2.0,5.0,-99,-99,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,,,,,,1.0,,-99,"Community, escape, music, nature",,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,-99,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,7.0,7.0,7.0,1.0,4.0,,1.0,,1.0,,,4.0,3.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,"Yes, I consent",45 - 54,New South Wales,I have not attended a multi-day Burner event,Yes,It's not important to me.,,,"No, I prefer to attend without them.",Somewhat Important,No preference / I'd attend either way
1.0,4.0,10.0,2780.0,4.0,2.0,4.0,-99,"Day and evening activities and events.  For example puppet shows, treasure hunts etc.  Area where parents can sit and unwind with them playing",,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,1.0,1.0,,1.0,1.0,1.0,,,-99,"Diversity of people, community and experiences",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,Yes,,,,"I'm open to it, but haven't yet.",,
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",,,,,,,,,,
1.0,5.0,16.0,3055.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,1.0,,,,1.0,1.0,1.0,,,-99,Creating spaces for people to do amazing things,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,-99,"Recognition, balance, comms",More support and less sniping from people who don't understand,,,,No preference,2.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,4.0,,1.0,,,,,2.0,1.0,,,,,2.0,A small number of passionate people doing their best,Respect for those that have done the hard yards,4.0,-99,-99,-99,-99,400.0,350.0,300.0,<300,"Don't look to the past, create something new and fresh, but listen to those that helped along the way.",-99,,,,"Yes, I consent",45 - 54,Victoria,Attended 5+ events,No,It is a very important part of the experience.,Somewhat Connected,Not Very Important,,Somewhat Important,To attend a Burn during colder months to ensure effigy/temple burns occur
1.0,3.0,10.0,2131.0,4.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,-99,,,,,,,1.0,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I consent",25 - 34,New South Wales,Attended 5+ events,No,,,,,,
